Transactions Id,Sale Date,Sale Time,Customer Id,Gender,Age,Category,Quantity,Price Per Unit,Cost of Goods Sold,Total Sale
615,31-10-2022,15:06:00,58,Female,61.0,Clothing,4.0,25.0,10.5,100.0
616,31-12-2022,19:18:00,122,Male,41.0,Clothing,2.0,50.0,49.5,100.0
617,06-08-2022,19:12:00,30,Male,34.0,Electronics,1.0,30.0,28.5,30.0
618,13-10-2022,10:22:00,5,Female,27.0,Beauty,1.0,50.0,26.0,50.0
619,09-10-2023,18:10:00,56,Male,47.0,Electronics,4.0,25.0,26.25,100.0
620,06-11-2023,20:59:00,4,Male,63.0,Electronics,3.0,25.0,7.0,75.0
621,13-04-2022,09:55:00,138,Female,40.0,Beauty,2.0,500.0,275.0,1000.0
622,16-10-2022,22:00:00,155,Female,49.0,Beauty,3.0,25.0,6.25,75.0
623,15-11-2023,10:00:00,39,Male,34.0,Clothing,3.0,50.0,26.0,150.0
624,05-02-2022,19:08:00,48,Female,34.0,Beauty,3.0,300.0,342.0,900.0
625,25-12-2022,13:36:00,68,Male,31.0,Clothing,1.0,300.0,123.0,300.0
626,30-10-2022,21:01:00,65,Female,26.0,Clothing,4.0,500.0,555.0,2000.0
627,24-10-2022,18:14:00,79,Male,57.0,Clothing,1.0,50.0,55.5,50.0
628,23-12-2023,18:00:00,66,Female,19.0,Beauty,4.0,50.0,59.5,200.0
629,05-01-2023,19:55:00,39,Male,62.0,Electronics,2.0,25.0,8.0,50.0
630,21-03-2023,17:29:00,94,Male,42.0,Clothing,2.0,50.0,25.5,100.0
631,22-10-2023,22:18:00,92,Male,56.0,Electronics,3.0,30.0,16.5,90.0
632,25-10-2023,20:13:00,78,Female,26.0,Electronics,4.0,25.0,24.75,100.0
633,06-07-2023,22:20:00,35,Male,39.0,Beauty,4.0,30.0,12.3,120.0
634,10-10-2022,19:25:00,68,Male,60.0,Electronics,4.0,500.0,535.0,2000.0
635,04-12-2022,21:03:00,89,Female,63.0,Electronics,3.0,300.0,129.0,900.0
636,09-05-2023,06:15:00,60,Female,21.0,Beauty,3.0,500.0,230.0,1500.0
637,02-12-2022,18:54:00,21,Male,43.0,Clothing,2.0,300.0,321.0,600.0
638,10-01-2023,19:52:00,154,Male,46.0,Electronics,1.0,500.0,190.0,500.0
639,01-08-2023,19:47:00,4,Female,62.0,Beauty,4.0,50.0,26.5,200.0
640,25-12-2023,20:05:00,3,Female,51.0,Electronics,4.0,30.0,12.6,120.0
641,25-12-2023,18:30:00,105,Female,40.0,Electronics,1.0,300.0,144.0,300.0
642,04-05-2023,21:40:00,1,Female,54.0,Clothing,4.0,25.0,12.0,100.0
643,05-10-2022,22:26:00,63,Female,28.0,Electronics,3.0,30.0,28.8,90.0
644,13-10-2022,21:49:00,107,Male,23.0,Beauty,3.0,25.0,29.0,75.0
645,14-12-2022,22:11:00,51,Female,35.0,Electronics,4.0,30.0,11.1,120.0
646,26-05-2023,21:02:00,3,Male,38.0,Clothing,3.0,30.0,13.5,90.0
647,01-03-2023,19:53:00,5,Male,59.0,Clothing,3.0,500.0,190.0,1500.0
648,23-02-2023,18:13:00,41,Male,53.0,Beauty,4.0,300.0,138.0,1200.0
649,21-06-2022,08:17:00,44,Female,58.0,Clothing,2.0,300.0,135.0,600.0
650,08-10-2023,12:41:00,98,Male,55.0,Electronics,1.0,30.0,15.0,30.0
651,28-09-2023,21:02:00,30,Male,51.0,Clothing,3.0,50.0,26.0,150.0
652,31-10-2023,17:05:00,4,Female,34.0,Beauty,2.0,50.0,20.5,100.0
653,25-11-2023,22:53:00,3,Male,54.0,Clothing,3.0,25.0,9.25,75.0
654,14-08-2023,17:40:00,92,Male,42.0,Clothing,3.0,25.0,9.25,75.0
655,31-10-2022,18:43:00,19,Female,55.0,Clothing,1.0,500.0,210.0,500.0
656,12-11-2023,20:58:00,27,Male,29.0,Beauty,3.0,30.0,29.4,90.0
657,29-01-2022,08:53:00,46,Male,40.0,Clothing,1.0,25.0,8.0,25.0
658,30-10-2023,07:47:00,93,Male,59.0,Clothing,1.0,25.0,6.5,25.0
659,09-06-2023,06:08:00,75,Female,39.0,Electronics,1.0,30.0,8.1,30.0
660,29-07-2023,18:46:00,2,Female,38.0,Beauty,2.0,500.0,270.0,1000.0
661,05-08-2022,22:09:00,10,Female,44.0,Clothing,4.0,25.0,7.0,100.0
662,03-12-2022,12:40:00,100,Male,48.0,Beauty,2.0,500.0,145.0,1000.0
663,16-08-2023,06:32:00,133,Male,23.0,Clothing,4.0,300.0,87.0,1200.0
664,03-09-2022,16:52:00,109,Female,44.0,Clothing,4.0,500.0,170.0,2000.0
665,03-10-2023,22:49:00,1,Male,57.0,Clothing,1.0,50.0,19.0,50.0
666,03-03-2022,10:59:00,49,Male,51.0,Electronics,3.0,50.0,16.0,150.0
667,01-12-2022,18:46:00,22,Female,29.0,Electronics,1.0,500.0,190.0,500.0
668,17-06-2022,20:33:00,135,Female,62.0,Electronics,3.0,50.0,24.5,150.0
669,23-01-2022,20:24:00,110,Male,24.0,Beauty,4.0,300.0,87.0,1200.0
670,29-09-2023,17:24:00,59,Male,27.0,Beauty,1.0,30.0,35.7,30.0
671,23-09-2023,19:51:00,2,Male,62.0,Electronics,3.0,50.0,61.5,150.0
672,17-02-2022,19:44:00,1,Female,34.0,Beauty,2.0,50.0,27.5,100.0
673,04-07-2022,10:14:00,18,Female,43.0,Clothing,3.0,500.0,270.0,1500.0
674,30-03-2023,11:10:00,2,Female,38.0,Clothing,1.0,300.0,84.0,300.0
675,19-07-2023,18:10:00,26,Female,45.0,Clothing,2.0,30.0,15.9,60.0
676,10-07-2023,22:13:00,80,Male,63.0,Electronics,3.0,500.0,205.0,1500.0
677,17-12-2022,21:13:00,65,Female,19.0,Beauty,3.0,500.0,555.0,1500.0
678,17-11-2022,15:55:00,70,Female,60.0,Electronics,3.0,300.0,144.0,900.0
680,01-12-2022,22:04:00,110,Female,53.0,Clothing,3.0,300.0,330.0,900.0
681,04-08-2023,22:12:00,24,Female,43.0,Electronics,2.0,30.0,8.4,60.0
682,23-10-2023,20:51:00,60,Male,46.0,Beauty,4.0,300.0,354.0,1200.0
683,06-03-2022,10:22:00,82,Male,38.0,Beauty,2.0,500.0,175.0,1000.0
684,20-06-2023,18:02:00,54,Female,28.0,Clothing,2.0,500.0,225.0,1000.0
685,04-07-2023,22:15:00,90,Male,57.0,Electronics,2.0,25.0,7.75,50.0
686,06-01-2022,17:14:00,68,Female,28.0,Electronics,4.0,50.0,23.5,200.0
687,27-06-2022,17:14:00,86,Female,53.0,Electronics,1.0,300.0,150.0,300.0
688,28-10-2023,21:45:00,132,Male,56.0,Clothing,4.0,25.0,24.75,100.0
689,16-10-2022,20:17:00,55,Male,57.0,Electronics,2.0,50.0,52.5,100.0
690,19-12-2023,18:39:00,91,Female,52.0,Clothing,3.0,300.0,324.0,900.0
691,12-05-2023,21:09:00,5,Female,51.0,Clothing,3.0,30.0,14.7,90.0
692,30-09-2022,19:48:00,110,Female,64.0,Clothing,2.0,50.0,49.5,100.0
693,08-06-2023,17:12:00,1,Male,41.0,Beauty,3.0,500.0,270.0,1500.0
694,30-06-2023,17:47:00,3,Female,39.0,Electronics,2.0,25.0,10.0,50.0
695,03-04-2022,22:12:00,52,Female,22.0,Electronics,3.0,50.0,21.0,150.0
696,09-10-2023,18:05:00,24,Female,50.0,Clothing,4.0,50.0,48.5,200.0
697,25-12-2022,07:52:00,152,Male,53.0,Clothing,1.0,500.0,200.0,500.0
698,17-03-2022,20:56:00,116,Female,64.0,Electronics,1.0,300.0,123.0,300.0
699,21-11-2022,22:21:00,129,Female,37.0,Clothing,4.0,30.0,16.2,120.0
700,01-09-2022,15:07:00,61,Male,36.0,Electronics,4.0,500.0,250.0,2000.0
701,29-11-2023,16:33:00,93,Female,52.0,Beauty,2.0,30.0,14.1,60.0
702,03-03-2023,17:18:00,66,Female,60.0,Clothing,2.0,300.0,78.0,600.0
703,31-07-2023,09:56:00,140,Male,34.0,Electronics,2.0,50.0,18.5,100.0
704,11-09-2023,22:40:00,141,Female,62.0,Clothing,3.0,30.0,34.8,90.0
705,30-09-2022,07:28:00,37,Male,60.0,Electronics,2.0,25.0,6.25,50.0
706,04-09-2022,22:19:00,66,Male,51.0,Electronics,4.0,25.0,8.0,100.0
707,23-10-2023,20:34:00,117,Female,26.0,Clothing,1.0,500.0,580.0,500.0
708,06-04-2022,08:38:00,62,Female,43.0,Beauty,3.0,300.0,87.0,900.0
709,22-09-2022,22:32:00,61,Female,19.0,Electronics,2.0,500.0,140.0,1000.0
710,03-09-2022,21:11:00,71,Female,26.0,Electronics,3.0,500.0,495.0,1500.0
711,23-09-2023,22:26:00,103,Male,26.0,Electronics,3.0,500.0,575.0,1500.0
712,12-09-2023,14:15:00,108,Female,57.0,Beauty,2.0,25.0,11.5,50.0
713,16-04-2022,11:43:00,39,Male,34.0,Beauty,3.0,25.0,11.25,75.0
714,29-10-2022,08:50:00,20,Female,18.0,Clothing,1.0,500.0,190.0,500.0
715,11-10-2022,20:57:00,55,Female,42.0,Beauty,4.0,25.0,6.25,100.0
716,13-08-2023,19:51:00,137,Female,60.0,Clothing,4.0,300.0,108.0,1200.0
717,30-11-2023,08:15:00,8,Male,57.0,Clothing,1.0,500.0,190.0,500.0
718,02-11-2023,20:25:00,154,Female,59.0,Beauty,3.0,25.0,25.0,75.0
719,02-07-2023,07:19:00,37,Female,42.0,Clothing,2.0,30.0,12.0,60.0
720,08-04-2022,08:50:00,116,Female,56.0,Beauty,3.0,500.0,235.0,1500.0
721,23-06-2023,17:10:00,5,Female,52.0,Clothing,1.0,500.0,145.0,500.0
722,24-02-2023,18:35:00,25,Male,20.0,Beauty,3.0,300.0,162.0,900.0
723,14-07-2022,21:57:00,120,Female,54.0,Beauty,4.0,50.0,20.5,200.0
724,14-06-2023,06:56:00,3,Male,61.0,Clothing,3.0,50.0,20.0,150.0
725,21-09-2023,20:32:00,2,Male,61.0,Electronics,1.0,300.0,153.0,300.0
726,05-06-2022,19:37:00,72,Male,47.0,Clothing,4.0,300.0,126.0,1200.0
727,15-11-2023,18:37:00,32,Male,55.0,Beauty,3.0,300.0,105.0,900.0
728,02-06-2022,19:35:00,78,Male,51.0,Electronics,3.0,50.0,18.0,150.0
729,26-08-2023,22:29:00,3,Male,29.0,Clothing,4.0,300.0,84.0,1200.0
730,20-02-2022,19:38:00,131,Female,36.0,Clothing,2.0,25.0,13.25,50.0
731,30-09-2023,18:49:00,1,Male,54.0,Clothing,4.0,500.0,165.0,2000.0
732,13-10-2022,08:45:00,136,Male,61.0,Electronics,2.0,500.0,250.0,1000.0
733,25-10-2022,21:07:00,143,Male,34.0,Beauty,1.0,30.0,28.5,30.0
734,12-03-2022,08:54:00,77,Female,27.0,Clothing,1.0,30.0,15.6,30.0
735,26-11-2022,21:38:00,153,Female,64.0,Clothing,4.0,500.0,515.0,2000.0
736,18-12-2022,08:30:00,97,Male,29.0,Clothing,4.0,25.0,9.75,100.0
737,23-03-2023,21:11:00,26,Female,33.0,Clothing,1.0,50.0,14.0,50.0
738,05-02-2023,18:24:00,5,Male,41.0,Clothing,2.0,50.0,26.0,100.0
739,14-10-2023,17:09:00,57,Male,36.0,Beauty,1.0,25.0,10.25,25.0
740,01-12-2022,06:58:00,33,Female,25.0,Beauty,4.0,50.0,13.0,200.0
741,24-12-2022,22:30:00,53,Male,48.0,Clothing,1.0,300.0,141.0,300.0
742,19-03-2022,06:08:00,37,Female,38.0,Electronics,4.0,500.0,195.0,2000.0
743,07-08-2022,07:54:00,55,Female,34.0,Beauty,4.0,500.0,260.0,2000.0
744,23-05-2023,18:02:00,1,Male,40.0,Electronics,1.0,25.0,6.5,25.0
745,14-08-2023,07:30:00,3,Male,54.0,Beauty,2.0,50.0,17.0,100.0
747,21-10-2022,18:12:00,51,Male,23.0,Beauty,1.0,30.0,9.3,30.0
748,01-03-2023,09:35:00,132,Male,25.0,Clothing,3.0,50.0,24.0,150.0
749,26-07-2023,20:33:00,2,Male,42.0,Beauty,1.0,30.0,8.4,30.0
750,13-11-2022,07:33:00,69,Female,35.0,Clothing,3.0,25.0,8.75,75.0
751,08-11-2023,19:58:00,115,Female,42.0,Clothing,2.0,25.0,24.75,50.0
752,20-09-2023,16:06:00,79,Male,29.0,Clothing,2.0,50.0,13.0,100.0
753,06-07-2022,10:07:00,70,Female,32.0,Clothing,1.0,30.0,15.9,30.0
754,26-09-2023,18:40:00,90,Female,43.0,Electronics,4.0,25.0,23.75,100.0
755,27-11-2023,20:07:00,1,Female,58.0,Clothing,3.0,25.0,6.75,75.0
756,17-07-2023,20:33:00,4,Female,62.0,Electronics,4.0,300.0,333.0,1200.0
757,06-10-2023,12:10:00,82,Female,43.0,Electronics,4.0,300.0,105.0,1200.0
758,23-04-2023,18:30:00,1,Male,64.0,Clothing,4.0,25.0,6.75,100.0
759,23-05-2023,21:21:00,75,Male,49.0,Electronics,2.0,50.0,21.5,100.0
760,26-06-2023,07:59:00,14,Male,27.0,Beauty,1.0,500.0,125.0,500.0
761,14-11-2022,22:16:00,64,Female,33.0,Clothing,1.0,500.0,275.0,500.0
762,27-11-2023,17:49:00,56,Female,24.0,Electronics,2.0,25.0,10.25,50.0
763,23-04-2022,09:43:00,58,Male,34.0,Clothing,2.0,25.0,11.5,50.0
764,07-11-2023,08:46:00,47,Female,40.0,Clothing,1.0,25.0,11.25,25.0
765,16-10-2022,19:03:00,77,Male,43.0,Clothing,4.0,50.0,12.5,200.0
766,04-01-2022,08:02:00,128,Male,38.0,Electronics,3.0,300.0,165.0,900.0
767,07-11-2022,22:44:00,72,Male,39.0,Beauty,3.0,25.0,24.5,75.0
768,27-06-2022,06:50:00,58,Female,24.0,Beauty,3.0,25.0,10.5,75.0
769,09-09-2022,18:57:00,18,Female,31.0,Electronics,4.0,30.0,10.2,120.0
770,11-12-2022,22:49:00,71,Male,32.0,Clothing,1.0,50.0,55.0,50.0
771,24-12-2023,12:23:00,70,Male,24.0,Electronics,2.0,25.0,11.75,50.0
772,14-04-2023,21:47:00,25,Male,26.0,Electronics,1.0,30.0,16.2,30.0
773,14-01-2023,19:10:00,3,Male,25.0,Electronics,4.0,500.0,175.0,2000.0
774,06-11-2023,09:04:00,2,Female,40.0,Clothing,2.0,25.0,6.5,50.0
775,06-05-2022,11:07:00,98,Female,46.0,Electronics,4.0,25.0,9.5,100.0
776,08-09-2023,18:57:00,109,Male,35.0,Clothing,3.0,30.0,30.9,90.0
777,10-09-2022,15:07:00,54,Male,48.0,Electronics,3.0,50.0,17.0,150.0
778,13-12-2023,18:28:00,105,Female,47.0,Beauty,4.0,25.0,13.75,100.0
779,15-05-2023,19:19:00,3,Female,56.0,Electronics,2.0,500.0,155.0,1000.0
780,06-07-2022,11:30:00,107,Male,52.0,Electronics,2.0,25.0,13.25,50.0
781,19-10-2022,16:52:00,106,Male,35.0,Beauty,1.0,500.0,225.0,500.0
782,13-04-2022,21:51:00,71,Male,59.0,Clothing,3.0,300.0,150.0,900.0
783,11-11-2022,15:37:00,91,Female,56.0,Clothing,1.0,300.0,150.0,300.0
784,18-10-2023,22:44:00,71,Female,34.0,Electronics,1.0,500.0,610.0,500.0
785,19-10-2022,06:09:00,88,Female,31.0,Beauty,4.0,50.0,13.0,200.0
786,16-12-2022,20:38:00,78,Male,48.0,Clothing,4.0,25.0,28.5,100.0
787,10-06-2022,10:42:00,25,Male,41.0,Electronics,1.0,25.0,13.75,25.0
788,20-06-2022,18:54:00,90,Female,52.0,Beauty,3.0,300.0,105.0,900.0
789,06-12-2023,22:13:00,34,Female,61.0,Clothing,4.0,500.0,510.0,2000.0
790,13-04-2023,20:47:00,29,Male,62.0,Clothing,1.0,25.0,9.25,25.0
791,04-09-2022,16:28:00,106,Female,51.0,Beauty,1.0,25.0,11.75,25.0
792,04-01-2023,22:50:00,4,Female,20.0,Beauty,1.0,50.0,26.5,50.0
793,27-05-2022,10:53:00,1,Male,54.0,Beauty,1.0,30.0,14.7,30.0
794,02-11-2022,21:47:00,145,Female,60.0,Beauty,1.0,300.0,315.0,300.0
795,03-10-2023,19:51:00,71,Male,57.0,Electronics,1.0,300.0,102.0,300.0
796,01-10-2022,19:50:00,38,Male,43.0,Beauty,4.0,30.0,7.8,120.0
797,16-09-2022,06:38:00,116,Male,42.0,Clothing,3.0,25.0,10.75,75.0
798,20-01-2023,21:19:00,73,Male,61.0,Clothing,1.0,50.0,15.0,50.0
799,01-10-2023,19:44:00,86,Male,56.0,Electronics,2.0,50.0,60.0,100.0
800,19-09-2022,07:33:00,111,Male,32.0,Clothing,4.0,300.0,87.0,1200.0
801,01-12-2022,17:14:00,153,Male,21.0,Clothing,4.0,50.0,19.0,200.0
802,22-09-2023,18:00:00,57,Female,46.0,Beauty,1.0,30.0,9.9,30.0
803,25-10-2022,17:16:00,60,Male,39.0,Clothing,4.0,25.0,6.75,100.0
804,11-12-2023,17:12:00,99,Male,42.0,Electronics,1.0,30.0,10.8,30.0
805,03-09-2022,13:55:00,59,Female,30.0,Beauty,3.0,500.0,155.0,1500.0
806,22-01-2023,08:08:00,14,Female,35.0,Beauty,3.0,300.0,165.0,900.0
807,26-01-2023,19:49:00,91,Female,50.0,Electronics,4.0,50.0,15.5,200.0
808,22-11-2023,07:18:00,30,Male,33.0,Beauty,4.0,500.0,195.0,2000.0
809,14-12-2022,22:51:00,124,Female,62.0,Beauty,2.0,50.0,50.0,100.0
810,01-12-2022,18:04:00,76,Male,59.0,Electronics,4.0,25.0,13.75,100.0
811,15-04-2023,18:34:00,2,Male,61.0,Beauty,2.0,25.0,6.75,50.0
812,02-10-2023,17:45:00,89,Male,19.0,Electronics,3.0,25.0,11.25,75.0
813,15-10-2022,19:51:00,125,Male,52.0,Electronics,3.0,50.0,62.0,150.0
814,01-10-2022,20:33:00,96,Female,59.0,Clothing,1.0,500.0,540.0,500.0
815,05-04-2023,21:15:00,139,Female,51.0,Clothing,3.0,25.0,23.75,75.0
816,27-09-2023,19:29:00,133,Male,47.0,Beauty,2.0,500.0,240.0,1000.0
817,05-10-2022,21:12:00,87,Male,30.0,Beauty,4.0,50.0,49.0,200.0
818,29-05-2023,18:56:00,4,Male,30.0,Electronics,1.0,500.0,265.0,500.0
819,15-08-2023,21:59:00,111,Female,35.0,Beauty,2.0,50.0,26.0,100.0
820,17-02-2023,22:49:00,1,Male,49.0,Electronics,4.0,50.0,24.0,200.0
821,23-11-2022,11:27:00,40,Male,49.0,Electronics,1.0,300.0,129.0,300.0
822,16-02-2023,17:39:00,3,Female,52.0,Beauty,3.0,50.0,13.5,150.0
823,03-12-2023,17:42:00,66,Female,56.0,Electronics,2.0,50.0,25.0,100.0
824,25-02-2023,19:10:00,3,Male,63.0,Clothing,4.0,30.0,9.3,120.0
825,08-01-2022,17:27:00,51,Female,46.0,Beauty,1.0,25.0,27.25,25.0
826,24-12-2022,19:08:00,81,Female,46.0,Clothing,1.0,300.0,303.0,300.0
827,28-10-2023,19:24:00,96,Male,61.0,Beauty,3.0,300.0,165.0,900.0
828,24-11-2022,15:54:00,76,Female,33.0,Electronics,4.0,300.0,132.0,1200.0
829,24-03-2022,21:31:00,52,Male,61.0,Beauty,3.0,30.0,9.6,90.0
830,29-09-2022,20:19:00,77,Female,64.0,Clothing,3.0,50.0,18.5,150.0
831,30-11-2022,11:49:00,149,Male,27.0,Electronics,4.0,25.0,13.75,100.0
832,13-11-2022,17:25:00,106,Male,47.0,Beauty,4.0,500.0,600.0,2000.0
833,09-05-2023,18:39:00,85,Male,42.0,Beauty,4.0,50.0,24.5,200.0
834,26-11-2023,06:55:00,13,Female,56.0,Beauty,2.0,30.0,14.7,60.0
835,30-09-2022,23:00:00,49,Male,37.0,Clothing,4.0,50.0,60.0,200.0
836,21-06-2023,06:32:00,2,Female,22.0,Clothing,1.0,50.0,27.5,50.0
837,15-01-2023,20:35:00,53,Male,18.0,Beauty,3.0,30.0,7.5,90.0
838,30-09-2023,21:20:00,1,Male,47.0,Electronics,2.0,300.0,153.0,600.0
839,11-11-2023,21:02:00,130,Female,20.0,Electronics,4.0,300.0,96.0,1200.0
840,01-07-2023,18:59:00,60,Male,62.0,Clothing,2.0,25.0,11.75,50.0
841,18-12-2022,20:58:00,108,Male,31.0,Electronics,4.0,25.0,28.5,100.0
842,28-11-2022,14:13:00,71,Female,47.0,Clothing,2.0,300.0,105.0,600.0
843,25-01-2023,22:46:00,3,Male,21.0,Beauty,3.0,500.0,180.0,1500.0
844,09-10-2023,17:54:00,95,Male,35.0,Clothing,3.0,50.0,62.0,150.0
845,27-10-2022,10:12:00,25,Male,42.0,Clothing,1.0,500.0,145.0,500.0
846,22-12-2023,18:46:00,13,Male,42.0,Beauty,1.0,50.0,59.5,50.0
847,10-01-2023,08:42:00,2,Female,18.0,Electronics,4.0,300.0,162.0,1200.0
848,24-01-2022,10:46:00,15,Female,63.0,Clothing,3.0,25.0,9.75,75.0
849,25-06-2023,19:33:00,5,Male,32.0,Clothing,2.0,25.0,12.5,50.0
850,14-09-2023,19:01:00,58,Female,26.0,Beauty,2.0,500.0,235.0,1000.0
851,30-11-2023,17:23:00,30,Male,32.0,Electronics,2.0,25.0,27.75,50.0
852,01-10-2022,19:35:00,82,Female,41.0,Clothing,1.0,300.0,375.0,300.0
853,14-05-2023,22:29:00,3,Male,21.0,Beauty,2.0,500.0,155.0,1000.0
854,01-10-2022,15:42:00,84,Male,29.0,Clothing,1.0,50.0,22.0,50.0
855,21-11-2022,19:43:00,13,Male,54.0,Beauty,1.0,25.0,25.75,25.0
856,05-11-2022,17:43:00,102,Male,54.0,Electronics,4.0,30.0,9.3,120.0
857,20-11-2023,12:09:00,62,Male,60.0,Electronics,2.0,25.0,12.0,50.0
858,08-09-2023,18:48:00,85,Male,23.0,Electronics,2.0,50.0,50.5,100.0
859,20-09-2022,21:52:00,46,Female,56.0,Electronics,3.0,500.0,190.0,1500.0
860,11-04-2022,08:58:00,85,Male,63.0,Clothing,4.0,50.0,16.0,200.0
861,30-09-2022,08:57:00,22,Female,41.0,Clothing,3.0,30.0,9.6,90.0
862,11-12-2022,21:37:00,29,Male,28.0,Electronics,4.0,300.0,78.0,1200.0
863,12-11-2023,22:40:00,4,Female,30.0,Electronics,2.0,25.0,11.25,50.0
864,31-07-2023,22:16:00,139,Female,51.0,Electronics,1.0,500.0,215.0,500.0
865,17-12-2023,14:49:00,78,Female,42.0,Clothing,1.0,300.0,108.0,300.0
866,06-07-2023,18:16:00,4,Male,24.0,Electronics,1.0,50.0,22.5,50.0
867,24-07-2022,22:40:00,152,Male,21.0,Electronics,1.0,500.0,185.0,500.0
868,04-12-2023,13:39:00,110,Female,25.0,Electronics,1.0,300.0,111.0,300.0
869,08-09-2022,22:16:00,51,Male,37.0,Beauty,3.0,500.0,485.0,1500.0
870,11-04-2022,19:41:00,16,Female,46.0,Electronics,4.0,30.0,11.1,120.0
871,02-11-2023,23:00:00,57,Male,62.0,Beauty,2.0,30.0,33.9,60.0
872,10-12-2023,22:18:00,113,Female,63.0,Beauty,3.0,25.0,24.75,75.0
873,06-12-2023,20:20:00,137,Female,27.0,Electronics,4.0,25.0,29.0,100.0
874,17-01-2022,18:14:00,90,Male,60.0,Beauty,1.0,30.0,12.6,30.0
875,30-11-2023,21:47:00,134,Female,51.0,Electronics,4.0,500.0,135.0,2000.0
876,03-10-2023,19:39:00,104,Male,43.0,Clothing,4.0,30.0,30.0,120.0
877,01-10-2022,19:52:00,134,Female,58.0,Clothing,1.0,25.0,6.75,25.0
878,26-10-2023,18:53:00,31,Female,20.0,Clothing,1.0,30.0,11.7,30.0
879,13-11-2022,16:51:00,50,Male,23.0,Clothing,1.0,30.0,15.3,30.0
880,26-09-2023,20:13:00,63,Male,22.0,Beauty,2.0,500.0,175.0,1000.0
881,21-12-2023,20:52:00,4,Male,22.0,Electronics,1.0,300.0,99.0,300.0
882,22-10-2023,21:41:00,144,Female,64.0,Electronics,2.0,25.0,13.25,50.0
883,20-08-2023,20:43:00,5,Male,40.0,Electronics,1.0,500.0,245.0,500.0
884,18-02-2023,20:31:00,1,Female,26.0,Clothing,2.0,30.0,7.5,60.0
885,17-09-2022,10:10:00,121,Female,52.0,Clothing,4.0,30.0,14.4,120.0
886,11-12-2023,11:25:00,4,Male,37.0,Electronics,3.0,300.0,165.0,900.0
887,24-02-2022,19:20:00,44,Male,59.0,Clothing,4.0,25.0,10.0,100.0
888,01-12-2022,06:03:00,63,Female,52.0,Electronics,4.0,25.0,12.75,100.0
889,20-09-2023,22:32:00,39,Female,35.0,Electronics,1.0,50.0,57.5,50.0
890,25-12-2023,14:44:00,76,Male,34.0,Electronics,2.0,25.0,13.5,50.0
891,09-01-2023,06:43:00,24,Male,41.0,Electronics,3.0,300.0,99.0,900.0
892,13-09-2023,11:39:00,1,Male,20.0,Electronics,1.0,50.0,24.0,50.0
893,29-04-2023,18:52:00,1,Male,49.0,Electronics,1.0,50.0,17.0,50.0
894,22-09-2022,22:53:00,111,Male,52.0,Electronics,1.0,30.0,30.6,30.0
895,31-08-2023,21:51:00,3,Female,55.0,Clothing,4.0,30.0,14.4,120.0
896,30-12-2023,19:17:00,56,Female,30.0,Electronics,2.0,25.0,30.75,50.0
897,12-09-2023,17:53:00,15,Female,64.0,Electronics,2.0,50.0,51.5,100.0
898,17-09-2023,20:55:00,53,Female,42.0,Clothing,3.0,30.0,35.1,90.0
899,22-05-2023,21:34:00,147,Male,26.0,Clothing,2.0,300.0,153.0,600.0
900,10-11-2022,08:41:00,130,Male,21.0,Clothing,2.0,30.0,15.6,60.0
901,02-08-2023,06:38:00,2,Male,31.0,Electronics,1.0,30.0,12.0,30.0
902,14-02-2022,17:16:00,108,Female,54.0,Beauty,1.0,50.0,21.5,50.0
903,27-07-2023,22:14:00,3,Female,51.0,Beauty,4.0,50.0,14.0,200.0
904,01-04-2022,20:26:00,43,Male,28.0,Clothing,1.0,500.0,160.0,500.0
905,01-10-2023,06:27:00,96,Male,58.0,Beauty,1.0,300.0,111.0,300.0
906,19-07-2022,17:55:00,6,Female,20.0,Clothing,1.0,50.0,17.0,50.0
907,02-09-2022,06:16:00,145,Female,45.0,Electronics,1.0,25.0,8.5,25.0
908,30-10-2022,14:47:00,64,Male,46.0,Beauty,4.0,300.0,81.0,1200.0
909,29-10-2023,19:43:00,71,Male,26.0,Electronics,1.0,300.0,288.0,300.0
910,21-08-2022,06:29:00,138,Female,20.0,Beauty,3.0,50.0,22.5,150.0
911,15-07-2023,17:29:00,3,Male,42.0,Electronics,3.0,300.0,84.0,900.0
912,31-10-2022,06:18:00,122,Male,51.0,Beauty,3.0,50.0,20.5,150.0
913,12-10-2022,10:52:00,78,Male,29.0,Electronics,3.0,30.0,16.5,90.0
914,07-09-2022,22:25:00,83,Female,59.0,Electronics,1.0,500.0,510.0,500.0
915,11-10-2023,19:06:00,95,Female,26.0,Beauty,3.0,30.0,12.9,90.0
916,05-12-2023,12:56:00,68,Female,32.0,Electronics,1.0,50.0,26.0,50.0
917,15-02-2022,11:50:00,120,Female,57.0,Electronics,4.0,50.0,16.5,200.0
918,13-10-2023,21:59:00,114,Female,42.0,Electronics,3.0,30.0,16.2,90.0
919,28-10-2023,21:13:00,82,Female,22.0,Beauty,2.0,25.0,27.75,50.0
920,20-08-2022,10:25:00,99,Female,28.0,Beauty,3.0,25.0,6.75,75.0
921,28-09-2022,09:34:00,101,Male,42.0,Electronics,3.0,25.0,8.0,75.0
922,19-10-2023,22:54:00,103,Male,41.0,Electronics,1.0,50.0,60.5,50.0
923,10-06-2023,17:20:00,62,Male,32.0,Beauty,3.0,300.0,165.0,900.0
924,17-09-2022,22:18:00,151,Male,55.0,Beauty,2.0,50.0,55.0,100.0
